¾úÖê: AF32-8AC
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
GBNPKNOO_01681  | JLHJMMKH_00110
GBNPKNOO_01682  | JLHJMMKH_00111
GBNPKNOO_01683  | JLHJMMKH_00112
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_041331995
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | EPFLHOCM_02286
GBNPKNOO_01667  | EPFLHOCM_02287
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | EPFLHOCM_02289
GBNPKNOO_01670  | EPFLHOCM_02290
GBNPKNOO_01671  | EPFLHOCM_02291
GBNPKNOO_01672  | EPFLHOCM_02292
GBNPKNOO_01673  | EPFLHOCM_02293
GBNPKNOO_01674  | EPFLHOCM_02294
GBNPKNOO_01675  | EPFLHOCM_02295
GBNPKNOO_01676  | EPFLHOCM_02296
GBNPKNOO_01677  | EPFLHOCM_02297
GBNPKNOO_01678  | EPFLHOCM_02298
GBNPKNOO_01679  | EPFLHOCM_02299
GBNPKNOO_01680  | EPFLHOCM_02300
GBNPKNOO_01681  | EPFLHOCM_02301
GBNPKNOO_01682  | EPFLHOCM_02302
GBNPKNOO_01683  | EPFLHOCM_02303
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046948715
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | AJPLALFC_01846
GBNPKNOO_01667  | AJPLALFC_01845
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | AJPLALFC_01843
GBNPKNOO_01670  | AJPLALFC_01842
GBNPKNOO_01671  | AJPLALFC_01841
GBNPKNOO_01672  | AJPLALFC_01840
GBNPKNOO_01673  | AJPLALFC_01839
GBNPKNOO_01674  | AJPLALFC_01838
GBNPKNOO_01675  | AJPLALFC_01837
GBNPKNOO_01676  | AJPLALFC_01836
GBNPKNOO_01677  | AJPLALFC_01835
GBNPKNOO_01678  | AJPLALFC_01834
GBNPKNOO_01679  | AJPLALFC_01833
GBNPKNOO_01680  | AJPLALFC_01832
GBNPKNOO_01681  | AJPLALFC_01831
GBNPKNOO_01682  | AJPLALFC_01830
GBNPKNOO_01683  | AJPLALFC_01829
GBNPKNOO_01684  | AJPLALFC_01828
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | AJPLALFC_01826
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | AJPLALFC_01823
GBNPKNOO_01689  | AJPLALFC_01822
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046972245
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KADCFLGF_02253
GBNPKNOO_01667  | KADCFLGF_02252
GBNPKNOO_01668  | KADCFLGF_02251
GBNPKNOO_01669  | KADCFLGF_02250
GBNPKNOO_01670  | KADCFLGF_02249
GBNPKNOO_01671  | KADCFLGF_02248
GBNPKNOO_01672  | KADCFLGF_02247
GBNPKNOO_01673  | KADCFLGF_02246
GBNPKNOO_01674  | KADCFLGF_02245
GBNPKNOO_01675  | KADCFLGF_02244
GBNPKNOO_01676  | KADCFLGF_02243
GBNPKNOO_01677  | KADCFLGF_02242
GBNPKNOO_01678  | KADCFLGF_02241
GBNPKNOO_01679  | KADCFLGF_02240
GBNPKNOO_01680  | KADCFLGF_02239
GBNPKNOO_01681  | KADCFLGF_02238
GBNPKNOO_01682  | KADCFLGF_02237
GBNPKNOO_01683  | KADCFLGF_02236
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | KADCFLGF_02230
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046977165
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | GNGFIAEC_00862
GBNPKNOO_01667  | GNGFIAEC_00861
GBNPKNOO_01668  | GNGFIAEC_00860
GBNPKNOO_01669  | GNGFIAEC_02761
GBNPKNOO_01670  | GNGFIAEC_00858
GBNPKNOO_01671  | GNGFIAEC_00857
GBNPKNOO_01672  | GNGFIAEC_00856
GBNPKNOO_01673  | GNGFIAEC_00855
GBNPKNOO_01674  | GNGFIAEC_00854
GBNPKNOO_01675  | GNGFIAEC_00853
GBNPKNOO_01676  | GNGFIAEC_00852
GBNPKNOO_01677  | GNGFIAEC_00851
GBNPKNOO_01678  | GNGFIAEC_00850
GBNPKNOO_01679  | GNGFIAEC_00849
GBNPKNOO_01680  | GNGFIAEC_00848
GBNPKNOO_01681  | GNGFIAEC_00847
GBNPKNOO_01682  | GNGFIAEC_00846
GBNPKNOO_01683  | GNGFIAEC_00845
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046979045
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | PFLDHIMA_00822
GBNPKNOO_01667  | PFLDHIMA_00821
GBNPKNOO_01668  | PFLDHIMA_00820
GBNPKNOO_01669  | PFLDHIMA_00819
GBNPKNOO_01670  | PFLDHIMA_00818
GBNPKNOO_01671  | PFLDHIMA_00817
GBNPKNOO_01672  | PFLDHIMA_00816
GBNPKNOO_01673  | PFLDHIMA_00815
GBNPKNOO_01674  | PFLDHIMA_00814
GBNPKNOO_01675  | PFLDHIMA_00813
GBNPKNOO_01676  | PFLDHIMA_00812
GBNPKNOO_01677  | PFLDHIMA_00811
GBNPKNOO_01678  | PFLDHIMA_00810
GBNPKNOO_01679  | PFLDHIMA_00809
GBNPKNOO_01680  | PFLDHIMA_00808
GBNPKNOO_01681  | PFLDHIMA_00807
GBNPKNOO_01682  | PFLDHIMA_00806
GBNPKNOO_01683  | PFLDHIMA_00805
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | PFLDHIMA_00797
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046982205
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FMBHMAGJ_00220
GBNPKNOO_01667  | FMBHMAGJ_00219
GBNPKNOO_01668  | FMBHMAGJ_00218
GBNPKNOO_01669  | FMBHMAGJ_00217
GBNPKNOO_01670  | FMBHMAGJ_00216
GBNPKNOO_01671  | FMBHMAGJ_00215
GBNPKNOO_01672  | FMBHMAGJ_00214
GBNPKNOO_01673  | FMBHMAGJ_00213
GBNPKNOO_01674  | FMBHMAGJ_00212
GBNPKNOO_01675  | FMBHMAGJ_00211
GBNPKNOO_01676  | FMBHMAGJ_00210
GBNPKNOO_01677  | FMBHMAGJ_00209
GBNPKNOO_01678  | FMBHMAGJ_00208
GBNPKNOO_01679  | FMBHMAGJ_00207
GBNPKNOO_01680  | FMBHMAGJ_00206
GBNPKNOO_01681  | FMBHMAGJ_00205
GBNPKNOO_01682  | FMBHMAGJ_00204
GBNPKNOO_01683  | FMBHMAGJ_00203
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | FMBHMAGJ_00195
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_046996585
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | AIFHCJKG_02638
GBNPKNOO_01667  | AIFHCJKG_02639
GBNPKNOO_01668  | AIFHCJKG_02640
GBNPKNOO_01669  | AIFHCJKG_02641
GBNPKNOO_01670  | AIFHCJKG_02642
GBNPKNOO_01671  | AIFHCJKG_02643
GBNPKNOO_01672  | AIFHCJKG_02644
GBNPKNOO_01673  | AIFHCJKG_02645
GBNPKNOO_01674  | AIFHCJKG_02646
GBNPKNOO_01675  | AIFHCJKG_02647
GBNPKNOO_01676  | AIFHCJKG_02648
GBNPKNOO_01677  | AIFHCJKG_02649
GBNPKNOO_01678  | AIFHCJKG_02650
GBNPKNOO_01679  | AIFHCJKG_02651
GBNPKNOO_01680  | AIFHCJKG_02652
GBNPKNOO_01681  | AIFHCJKG_02653
GBNPKNOO_01682  | AIFHCJKG_02654
GBNPKNOO_01683  | AIFHCJKG_02655
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047017165
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | GGPHBEGH_01638
GBNPKNOO_01667  | GGPHBEGH_01637
GBNPKNOO_01668  | GGPHBEGH_01636
GBNPKNOO_01669  | GGPHBEGH_01635
GBNPKNOO_01670  | GGPHBEGH_01634
GBNPKNOO_01671  | GGPHBEGH_01632
GBNPKNOO_01672  | GGPHBEGH_01631
GBNPKNOO_01673  | GGPHBEGH_01630
GBNPKNOO_01674  | GGPHBEGH_01629
GBNPKNOO_01675  | GGPHBEGH_01628
GBNPKNOO_01676  | GGPHBEGH_01627
GBNPKNOO_01677  | GGPHBEGH_01626
GBNPKNOO_01678  | GGPHBEGH_01625
GBNPKNOO_01679  | GGPHBEGH_01624
GBNPKNOO_01680  | GGPHBEGH_01623
GBNPKNOO_01681  | GGPHBEGH_01622
GBNPKNOO_01682  | GGPHBEGH_01621
GBNPKNOO_01683  | GGPHBEGH_01620
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047229995
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FDBICOLB_02583
GBNPKNOO_01667  | FDBICOLB_02584
GBNPKNOO_01668  | FDBICOLB_02585
GBNPKNOO_01669  | FDBICOLB_02586
GBNPKNOO_01670  | FDBICOLB_02587
GBNPKNOO_01671  | FDBICOLB_02588
GBNPKNOO_01672  | FDBICOLB_02589
GBNPKNOO_01673  | FDBICOLB_02590
GBNPKNOO_01674  | FDBICOLB_02591
GBNPKNOO_01675  | FDBICOLB_02592
GBNPKNOO_01676  | FDBICOLB_02593
GBNPKNOO_01677  | FDBICOLB_02594
GBNPKNOO_01678  | FDBICOLB_02595
GBNPKNOO_01679  | FDBICOLB_02596
GBNPKNOO_01680  | FDBICOLB_02597
GBNPKNOO_01681  | FDBICOLB_02598
GBNPKNOO_01682  | FDBICOLB_02599
GBNPKNOO_01683  | FDBICOLB_02600
GBNPKNOO_01684  | FDBICOLB_00847
GBNPKNOO_01685  | FDBICOLB_00849
GBNPKNOO_01686  | FDBICOLB_00850
GBNPKNOO_01687  | FDBICOLB_00851
GBNPKNOO_01688  | FDBICOLB_00852
GBNPKNOO_01689  | FDBICOLB_00853
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047232465
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ILFBJCJJ_02679
GBNPKNOO_01667  | ILFBJCJJ_02680
GBNPKNOO_01668  | ILFBJCJJ_02681
GBNPKNOO_01669  | ILFBJCJJ_02682
GBNPKNOO_01670  | ILFBJCJJ_02683
GBNPKNOO_01671  | ILFBJCJJ_02684
GBNPKNOO_01672  | ILFBJCJJ_02685
GBNPKNOO_01673  | ILFBJCJJ_02686
GBNPKNOO_01674  | ILFBJCJJ_02687
GBNPKNOO_01675  | ILFBJCJJ_02688
GBNPKNOO_01676  | ILFBJCJJ_02689
GBNPKNOO_01677  | ILFBJCJJ_02690
GBNPKNOO_01678  | ILFBJCJJ_02691
GBNPKNOO_01679  | ILFBJCJJ_02692
GBNPKNOO_01680  | ILFBJCJJ_02693
GBNPKNOO_01681  | ILFBJCJJ_02694
GBNPKNOO_01682  | ILFBJCJJ_02695
GBNPKNOO_01683  | ILFBJCJJ_02696
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047232625
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KPEJKENF_01792
GBNPKNOO_01667  | KPEJKENF_01793
GBNPKNOO_01668  | KPEJKENF_01794
GBNPKNOO_01669  | KPEJKENF_01795
GBNPKNOO_01670  | KPEJKENF_01796
GBNPKNOO_01671  | KPEJKENF_01797
GBNPKNOO_01672  | KPEJKENF_01798
GBNPKNOO_01673  | KPEJKENF_01799
GBNPKNOO_01674  | KPEJKENF_01800
GBNPKNOO_01675  | KPEJKENF_01801
GBNPKNOO_01676  | KPEJKENF_01802
GBNPKNOO_01677  | KPEJKENF_01803
GBNPKNOO_01678  | KPEJKENF_01804
GBNPKNOO_01679  | KPEJKENF_01805
GBNPKNOO_01680  | KPEJKENF_01806
GBNPKNOO_01681  | KPEJKENF_01807
GBNPKNOO_01682  | KPEJKENF_01808
GBNPKNOO_01683  | KPEJKENF_01809
GBNPKNOO_01684  | KPEJKENF_02292
GBNPKNOO_01685  | KPEJKENF_02294
GBNPKNOO_01686  | KPEJKENF_02295
GBNPKNOO_01687  | KPEJKENF_02296
GBNPKNOO_01688  | KPEJKENF_02297
GBNPKNOO_01689  | KPEJKENF_02298
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047238525
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | CHBJHHLJ_00105
GBNPKNOO_01667  | CHBJHHLJ_00106
GBNPKNOO_01668  | CHBJHHLJ_00107
GBNPKNOO_01669  | CHBJHHLJ_00108
GBNPKNOO_01670  | CHBJHHLJ_00109
GBNPKNOO_01671  | CHBJHHLJ_00110
GBNPKNOO_01672  | CHBJHHLJ_00111
GBNPKNOO_01673  | CHBJHHLJ_00112
GBNPKNOO_01674  | CHBJHHLJ_00113
GBNPKNOO_01675  | CHBJHHLJ_00114
GBNPKNOO_01676  | CHBJHHLJ_00115
GBNPKNOO_01677  | CHBJHHLJ_00116
GBNPKNOO_01678  | CHBJHHLJ_00117
GBNPKNOO_01679  | CHBJHHLJ_00118
GBNPKNOO_01680  | CHBJHHLJ_00119
GBNPKNOO_01681  | CHBJHHLJ_00120
GBNPKNOO_01682  | CHBJHHLJ_00121
GBNPKNOO_01683  | CHBJHHLJ_00122
GBNPKNOO_01684  | CHBJHHLJ_00123
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | CHBJHHLJ_00126
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | CHBJHHLJ_00129
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047241425
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ENFOBGEF_00397
GBNPKNOO_01667  | ENFOBGEF_00396
GBNPKNOO_01668  | ENFOBGEF_00395
GBNPKNOO_01669  | ENFOBGEF_00394
GBNPKNOO_01670  | ENFOBGEF_00393
GBNPKNOO_01671  | ENFOBGEF_00392
GBNPKNOO_01672  | ENFOBGEF_00391
GBNPKNOO_01673  | ENFOBGEF_00390
GBNPKNOO_01674  | ENFOBGEF_00389
GBNPKNOO_01675  | ENFOBGEF_00388
GBNPKNOO_01676  | ENFOBGEF_00387
GBNPKNOO_01677  | ENFOBGEF_00386
GBNPKNOO_01678  | ENFOBGEF_00385
GBNPKNOO_01679  | ENFOBGEF_00384
GBNPKNOO_01680  | ENFOBGEF_00383
GBNPKNOO_01681  | ENFOBGEF_00382
GBNPKNOO_01682  | ENFOBGEF_00381
GBNPKNOO_01683  | ENFOBGEF_00380
GBNPKNOO_01684  | ENFOBGEF_00379
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | ENFOBGEF_00376
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | ENFOBGEF_00373
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047244245
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | ENBMDJJB_01092
GBNPKNOO_01667  | ENBMDJJB_01091
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | ENBMDJJB_01089
GBNPKNOO_01670  | ENBMDJJB_01088
GBNPKNOO_01671  | ENBMDJJB_01087
GBNPKNOO_01672  | ENBMDJJB_01086
GBNPKNOO_01673  | ENBMDJJB_01085
GBNPKNOO_01674  | ENBMDJJB_01084
GBNPKNOO_01675  | ENBMDJJB_01083
GBNPKNOO_01676  | ENBMDJJB_01082
GBNPKNOO_01677  | ENBMDJJB_01081
GBNPKNOO_01678  | ENBMDJJB_01080
GBNPKNOO_01679  | ENBMDJJB_01079
GBNPKNOO_01680  | ENBMDJJB_01078
GBNPKNOO_01681  | ENBMDJJB_01077
GBNPKNOO_01682  | ENBMDJJB_01076
GBNPKNOO_01683  | ENBMDJJB_01075
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_047249675
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | NKEDJHMB_00034
GBNPKNOO_01667  | NKEDJHMB_00033
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | NKEDJHMB_00031
GBNPKNOO_01670  | NKEDJHMB_00030
GBNPKNOO_01671  | NKEDJHMB_00029
GBNPKNOO_01672  | NKEDJHMB_00028
GBNPKNOO_01673  | NKEDJHMB_00027
GBNPKNOO_01674  | NKEDJHMB_00026
GBNPKNOO_01675  | NKEDJHMB_00025
GBNPKNOO_01676  | NKEDJHMB_00024
GBNPKNOO_01677  | NKEDJHMB_00023
GBNPKNOO_01678  | NKEDJHMB_00022
GBNPKNOO_01679  | NKEDJHMB_00021
GBNPKNOO_01680  | NKEDJHMB_00020
GBNPKNOO_01681  | NKEDJHMB_00019
GBNPKNOO_01682  | NKEDJHMB_00018
GBNPKNOO_01683  | NKEDJHMB_00017
GBNPKNOO_01684  | NKEDJHMB_00016
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | NKEDJHMB_00014
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | NKEDJHMB_00011
GBNPKNOO_01689  | NKEDJHMB_00010
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048168425
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | KJFDJENI_01637
GBNPKNOO_01667  | KJFDJENI_01636
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | KJFDJENI_01634
GBNPKNOO_01670  | KJFDJENI_01633
GBNPKNOO_01671  | KJFDJENI_01632
GBNPKNOO_01672  | KJFDJENI_01631
GBNPKNOO_01673  | KJFDJENI_01630
GBNPKNOO_01674  | KJFDJENI_01629
GBNPKNOO_01675  | KJFDJENI_01628
GBNPKNOO_01676  | KJFDJENI_01627
GBNPKNOO_01677  | KJFDJENI_01626
GBNPKNOO_01678  | KJFDJENI_01625
GBNPKNOO_01679  | KJFDJENI_01624
GBNPKNOO_01680  | KJFDJENI_01623
GBNPKNOO_01681  | KJFDJENI_01622
GBNPKNOO_01682  | KJFDJENI_01621
GBNPKNOO_01683  | KJFDJENI_01620
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048199535
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | CEJFDLCH_01665
GBNPKNOO_01667  | CEJFDLCH_01666
GBNPKNOO_01668  | CEJFDLCH_01667
GBNPKNOO_01669  | CEJFDLCH_01668
GBNPKNOO_01670  | CEJFDLCH_01669
GBNPKNOO_01671  | CEJFDLCH_01670
GBNPKNOO_01672  | CEJFDLCH_01671
GBNPKNOO_01673  | CEJFDLCH_01672
GBNPKNOO_01674  | CEJFDLCH_01673
GBNPKNOO_01675  | CEJFDLCH_01674
GBNPKNOO_01676  | CEJFDLCH_01675
GBNPKNOO_01677  | CEJFDLCH_01676
GBNPKNOO_01678  | CEJFDLCH_01677
GBNPKNOO_01679  | CEJFDLCH_01678
GBNPKNOO_01680  | CEJFDLCH_01679
GBNPKNOO_01681  | CEJFDLCH_01680
GBNPKNOO_01682  | CEJFDLCH_01681
GBNPKNOO_01683  | CEJFDLCH_01682
GBNPKNOO_01684  | CEJFDLCH_01686
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | CEJFDLCH_01689
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | CEJFDLCH_01691
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | È±Ê§
GBNPKNOO_01692  | È±Ê§
GBNPKNOO_01693  | È±Ê§
GBNPKNOO_01694  | È±Ê§

¾úÖê: GCA_048218205
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | HOPEEIMM_00842
GBNPKNOO_01667  | HOPEEIMM_00843
GBNPKNOO_01668  | HOPEEIMM_00844
GBNPKNOO_01669  | HOPEEIMM_00845
GBNPKNOO_01670  | HOPEEIMM_00846
GBNPKNOO_01671  | HOPEEIMM_00847
GBNPKNOO_01672  | HOPEEIMM_00848
GBNPKNOO_01673  | HOPEEIMM_00849
GBNPKNOO_01674  | HOPEEIMM_00850
GBNPKNOO_01675  | HOPEEIMM_00851
GBNPKNOO_01676  | HOPEEIMM_00852
GBNPKNOO_01677  | HOPEEIMM_00853
GBNPKNOO_01678  | HOPEEIMM_00854
GBNPKNOO_01679  | HOPEEIMM_00855
GBNPKNOO_01680  | È±Ê§
GBNPKNOO_01681  | È±Ê§
GBNPKNOO_01682  | È±Ê§
GBNPKNOO_01683  | È±Ê§
GBNPKNOO_01684  | È±Ê§
GBNPKNOO_01685  | È±Ê§
GBNPKNOO_01686  | È±Ê§
GBNPKNOO_01687  | È±Ê§
GBNPKNOO_01688  | È±Ê§
GBNPKNOO_01689  | È±Ê§
GBNPKNOO_01690  | È±Ê§
GBNPKNOO_01691  | HOPEEIMM_01468
GBNPKNOO_01692  | HOPEEIMM_01469
GBNPKNOO_01693  | HOPEEIMM_01470
GBNPKNOO_01694  | HOPEEIMM_01471

¾úÖê: GCA_048286095
Ä¿±ê»ùÒòID | Æ¥ÅäµÄ¾úÖê»ùÒòID
--------------------------------
GBNPKNOO_01666  | FHIEPKDB_01140
GBNPKNOO_01667  | FHIEPKDB_01139
GBNPKNOO_01668  | È±Ê§
GBNPKNOO_01669  | FHIEPKDB_01137
GBNPKNOO_01670  | FHIEPKDB_01136
GBNPKNOO_01671  | FHIEPKDB_01135
GBNPKNOO_01672  | FHIEPKDB_01134
GBNPKNOO_01673  | FHIEPKDB_01133
GBNPKNOO_01674  | FHIEPKDB_01132
GBNPKNOO_01675  | FHIEPKDB_01131
