query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
IOFJGDLB_00217	411483.FAEPRAA2165_02367	1.14e-159	447.0	COG0745@1|root,COG0745@2|Bacteria,1TQY9@1239|Firmicutes,24D6A@186801|Clostridia,3WI7X@541000|Ruminococcaceae	2|Bacteria	K	Response regulator receiver domain protein	phoB	-	-	ko:K07658	ko02020,map02020	M00434	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Trans_reg_C
IOFJGDLB_00221	748224.HMPREF9436_01517	5.22e-178	499.0	COG1660@1|root,COG1660@2|Bacteria,1TPS4@1239|Firmicutes,248KQ@186801|Clostridia,3WGDD@541000|Ruminococcaceae	2|Bacteria	S	Displays ATPase and GTPase activities	rapZ	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0034641,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363	-	ko:K06958	-	-	-	-	ko00000,ko03019	-	-	-	ATP_bind_2
IOFJGDLB_00253	1507.HMPREF0262_00763	6.74e-07	52.8	2DRU0@1|root,33D29@2|Bacteria,1VQ8H@1239|Firmicutes	2|Bacteria	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF3792
IOFJGDLB_00256	657322.FPR_30560	2.85e-240	661.0	COG0809@1|root,COG0809@2|Bacteria,1TPKD@1239|Firmicutes,247NT@186801|Clostridia,3WGMR@541000|Ruminococcaceae	2|Bacteria	H	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
IOFJGDLB_00257	411483.FAEPRAA2165_02314	3.51e-265	726.0	COG0136@1|root,COG0136@2|Bacteria,1TPC6@1239|Firmicutes,248ZR@186801|Clostridia,3WGVU@541000|Ruminococcaceae	2|Bacteria	E	Belongs to the aspartate-semialdehyde dehydrogenase family	asd	GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016491,GO:0016620,GO:0016903,GO:0030312,GO:0036094,GO:0040007,GO:0043891,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0071944,GO:0097159,GO:1901265,GO:1901363	1.2.1.11,1.2.1.12	ko:K00133,ko:K00134	ko00010,ko00260,ko00261,ko00270,ko00300,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,ko04066,ko05010,map00010,map00260,map00261,map00270,map00300,map00710,map01100,map01110,map01120,map01130,map01200,map01210,map01230,map04066,map05010	M00001,M00002,M00003,M00016,M00017,M00018,M00033,M00165,M00166,M00308,M00525,M00526,M00527,M00552	R01061,R02291	RC00149,RC00684	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N,Semialdhyde_dh,Semialdhyde_dhC
IOFJGDLB_00259	411483.FAEPRAA2165_02312	6.12e-180	501.0	COG0289@1|root,COG0289@2|Bacteria,1TR9D@1239|Firmicutes,248FY@186801|Clostridia,3WH3Y@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate	dapB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576	1.17.1.8	ko:K00215	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R04198,R04199	RC00478	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS17035,iLJ478.TM1520	DapB_C,DapB_N
IOFJGDLB_00264	411483.FAEPRAA2165_02307	6.8e-110	316.0	COG1438@1|root,COG1438@2|Bacteria,1V1R7@1239|Firmicutes,24HGQ@186801|Clostridia,3WJZ0@541000|Ruminococcaceae	2|Bacteria	K	Regulates arginine biosynthesis genes	argR	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006355,GO:0006520,GO:0006525,GO:0006807,GO:0008150,GO:0008152,GO:0009064,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044464,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901564,GO:1901605,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141	-	ko:K03402	-	-	-	-	ko00000,ko03000	-	-	-	Arg_repressor,Arg_repressor_C
IOFJGDLB_00274	411483.FAEPRAA2165_02052	4.46e-76	228.0	COG1302@1|root,COG1302@2|Bacteria,1V4IC@1239|Firmicutes,24JNM@186801|Clostridia,3WKSG@541000|Ruminococcaceae	2|Bacteria	S	Asp23 family, cell envelope-related function	yqhY	-	-	-	-	-	-	-	-	-	-	-	Asp23
IOFJGDLB_00285	411483.FAEPRAA2165_01663	0.0	1226.0	COG0488@1|root,COG0488@2|Bacteria,1TPAX@1239|Firmicutes,247U6@186801|Clostridia,3WGHX@541000|Ruminococcaceae	2|Bacteria	S	ABC transporter	ydiF	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
IOFJGDLB_00297	411483.FAEPRAA2165_01648	0.0	1302.0	COG1368@1|root,COG1368@2|Bacteria,1TQYQ@1239|Firmicutes,25CNS@186801|Clostridia,3WSDQ@541000|Ruminococcaceae	2|Bacteria	M	Psort location CytoplasmicMembrane, score	XK27_08315	-	-	-	-	-	-	-	-	-	-	-	Sulfatase
IOFJGDLB_00299	411483.FAEPRAA2165_01646	2.53e-146	412.0	COG1011@1|root,COG1011@2|Bacteria,1V6I4@1239|Firmicutes,24JK7@186801|Clostridia,3WKIQ@541000|Ruminococcaceae	2|Bacteria	S	IA, variant 3	-	-	3.1.3.10	ko:K07025,ko:K20866	ko00010,ko01120,map00010,map01120	-	R00947	RC00078	ko00000,ko00001,ko01000	-	-	-	HAD_2,Hydrolase
IOFJGDLB_00312	411483.FAEPRAA2165_01631	9.85e-302	822.0	COG0687@1|root,COG0687@2|Bacteria,1TPY1@1239|Firmicutes,2483K@186801|Clostridia,3WH4E@541000|Ruminococcaceae	2|Bacteria	P	Bacterial extracellular solute-binding protein	potD	-	-	ko:K11069	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1,SBP_bac_6,SBP_bac_8
IOFJGDLB_00314	411483.FAEPRAA2165_01629	1.48e-181	506.0	COG1176@1|root,COG1176@2|Bacteria,1TQ7Z@1239|Firmicutes,247Y8@186801|Clostridia,3WHJ9@541000|Ruminococcaceae	2|Bacteria	P	ABC-type spermidine putrescine transport system, permease component I	potB	-	-	ko:K11071	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
IOFJGDLB_00322	411483.FAEPRAA2165_01620	2.68e-257	708.0	COG0738@1|root,COG0738@2|Bacteria,1TPB5@1239|Firmicutes,24913@186801|Clostridia,3WHGF@541000|Ruminococcaceae	2|Bacteria	G	Major Facilitator	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
IOFJGDLB_00336	411483.FAEPRAA2165_01603	1.18e-247	681.0	COG0216@1|root,COG0216@2|Bacteria,1TQ7V@1239|Firmicutes,248CN@186801|Clostridia,3WGA4@541000|Ruminococcaceae	2|Bacteria	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	-	ko:K02835	-	-	-	-	ko00000,ko03012	-	-	-	PCRF,RF-1
IOFJGDLB_00338	411483.FAEPRAA2165_01601	2.91e-228	628.0	COG0539@1|root,COG0539@2|Bacteria,1UV93@1239|Firmicutes,249P6@186801|Clostridia,3WH6M@541000|Ruminococcaceae	2|Bacteria	J	S1 RNA binding domain protein	ispH	-	1.17.7.4	ko:K02945,ko:K03527	ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010	M00096,M00178	R05884,R08210	RC01137,RC01487	br01610,ko00000,ko00001,ko00002,ko01000,ko03011	-	-	-	LYTB,S1
IOFJGDLB_00349	718252.FP2_06960	2.78e-146	416.0	COG1319@1|root,COG1319@2|Bacteria,1TSNH@1239|Firmicutes,24A57@186801|Clostridia,3WIEX@541000|Ruminococcaceae	2|Bacteria	C	FAD binding domain in molybdopterin dehydrogenase	xdhB	-	1.17.1.4,1.2.5.3	ko:K00087,ko:K03519	ko00230,ko01100,ko01120,map00230,map01100,map01120	M00546	R01768,R02103,R11168	RC00143,RC02800	ko00000,ko00001,ko00002,ko01000	-	-	-	CO_deh_flav_C,FAD_binding_5
IOFJGDLB_00362	411483.FAEPRAA2165_01573	0.0	994.0	COG0535@1|root,COG0535@2|Bacteria,1TR52@1239|Firmicutes,247SB@186801|Clostridia,3WH2D@541000|Ruminococcaceae	2|Bacteria	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Fer4_12,Fer4_14,Radical_SAM,SPASM
IOFJGDLB_00365	411483.FAEPRAA2165_01570	9.72e-185	514.0	COG0345@1|root,COG0345@2|Bacteria,1TP1E@1239|Firmicutes,247SR@186801|Clostridia,3WGT7@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	proC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	1.5.1.2	ko:K00286	ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230	M00015	R01248,R01251,R03291,R03293	RC00054,RC00083	ko00000,ko00001,ko00002,ko01000	-	-	iAF987.Gmet_0899,iIT341.HP1158	F420_oxidored,P5CR_dimer
IOFJGDLB_00378	411483.FAEPRAA2165_01553	1.76e-213	589.0	COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,248R5@186801|Clostridia,3WGGY@541000|Ruminococcaceae	2|Bacteria	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase,RsgA_N
IOFJGDLB_00382	411483.FAEPRAA2165_01549	3.4e-315	858.0	COG0144@1|root,COG0144@2|Bacteria,1TP3N@1239|Firmicutes,248CS@186801|Clostridia,3WGKM@541000|Ruminococcaceae	2|Bacteria	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	sun	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N,NusB
IOFJGDLB_00386	411483.FAEPRAA2165_01545	1.04e-129	369.0	COG0194@1|root,COG0194@2|Bacteria,1TP0M@1239|Firmicutes,24HEX@186801|Clostridia,3WIUW@541000|Ruminococcaceae	2|Bacteria	F	Essential for recycling GMP and indirectly, cGMP	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
IOFJGDLB_00387	411483.FAEPRAA2165_01544	1.33e-52	166.0	COG2052@1|root,COG2052@2|Bacteria,1VA40@1239|Firmicutes,24MXV@186801|Clostridia,3WJWB@541000|Ruminococcaceae	2|Bacteria	S	Belongs to the UPF0296 family	ylzA	-	-	ko:K09777	-	-	-	-	ko00000	-	-	-	DUF370
IOFJGDLB_00391	411483.FAEPRAA2165_01538	0.0	937.0	COG5016@1|root,COG5016@2|Bacteria,1VT8P@1239|Firmicutes,247NZ@186801|Clostridia,3WH2N@541000|Ruminococcaceae	2|Bacteria	C	Pyruvate carboxylase, C-terminal domain subunit K01960	oadA	-	2.1.3.1,4.1.1.3,6.4.1.1,6.4.1.7	ko:K01571,ko:K01960,ko:K03416,ko:K20140	ko00020,ko00620,ko00640,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00640,map00720,map01100,map01120,map01200,map01230	M00173,M00620	R00217,R00344,R00353,R00930	RC00040,RC00097,RC00367	ko00000,ko00001,ko00002,ko01000,ko02000	3.B.1.1.1	-	iJN746.PP_5346,iLJ478.TM0128	Biotin_lipoyl,HMGL-like,PYC_OADA
IOFJGDLB_00397	411483.FAEPRAA2165_01532	5.9e-120	343.0	COG1386@1|root,COG1386@2|Bacteria,1V6HI@1239|Firmicutes,24JW7@186801|Clostridia,3WJD2@541000|Ruminococcaceae	2|Bacteria	D	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpA that pull DNA away from mid-cell into both cell halves	scpB	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	ko:K06024	-	-	-	-	ko00000,ko03036	-	-	-	SMC_ScpB
IOFJGDLB_00399	411483.FAEPRAA2165_01530	1.29e-158	444.0	COG1994@1|root,COG1994@2|Bacteria,1V6D4@1239|Firmicutes,24K0D@186801|Clostridia,3WJN0@541000|Ruminococcaceae	2|Bacteria	S	peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
IOFJGDLB_00401	411483.FAEPRAA2165_01527	4.42e-35	119.0	2EG1V@1|root,339TV@2|Bacteria,1VKAZ@1239|Firmicutes,24UGV@186801|Clostridia,3WMCT@541000|Ruminococcaceae	2|Bacteria	S	Domain of unknown function (DUF4250)	BT4646	-	-	-	-	-	-	-	-	-	-	-	DUF4250
IOFJGDLB_00409	411483.FAEPRAA2165_01519	1.63e-20	82.8	2EGRK@1|root,33AHS@2|Bacteria,1VK9R@1239|Firmicutes,24UM0@186801|Clostridia,3WMB3@541000|Ruminococcaceae	2|Bacteria	S	RSAM-modified six-cysteine peptide	scfA	-	-	-	-	-	-	-	-	-	-	-	SCIFF
IOFJGDLB_00414	411483.FAEPRAA2165_01513	0.0	1197.0	COG0737@1|root,COG0737@2|Bacteria,1TPV2@1239|Firmicutes,2491Y@186801|Clostridia,3WIIN@541000|Ruminococcaceae	2|Bacteria	F	Belongs to the 5'-nucleotidase family	yfkN	-	3.1.3.5,3.6.1.45	ko:K11751	ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110	-	R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346	RC00017	ko00000,ko00001,ko01000	-	-	-	5_nucleotid_C,LysM,Metallophos,SLH
IOFJGDLB_00415	411483.FAEPRAA2165_01511	0.0	1234.0	COG4716@1|root,COG4716@2|Bacteria,1TQZ6@1239|Firmicutes,248TZ@186801|Clostridia,3WGYT@541000|Ruminococcaceae	2|Bacteria	S	MCRA family	-	-	4.2.1.53	ko:K10254	-	-	-	-	ko00000,ko01000	-	-	-	MCRA
IOFJGDLB_00417	657322.FPR_23880	1.56e-39	132.0	COG1314@1|root,COG1314@2|Bacteria,1VP2Z@1239|Firmicutes,24UWV@186801|Clostridia	2|Bacteria	U	Preprotein translocase SecG subunit	secG	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006605,GO:0006612,GO:0006613,GO:0006614,GO:0006616,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008320,GO:0008565,GO:0009987,GO:0015031,GO:0015833,GO:0016020,GO:0016043,GO:0022857,GO:0022884,GO:0031522,GO:0032978,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0042887,GO:0043952,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0051649,GO:0055085,GO:0061024,GO:0065002,GO:0070727,GO:0070972,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0071944,GO:0072594,GO:0072599,GO:0072657,GO:0090150,GO:1904680	-	ko:K03075	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2	-	-	SecG
IOFJGDLB_00505	411483.FAEPRAA2165_02143	1.3e-210	582.0	COG0083@1|root,COG0083@2|Bacteria,1TRWS@1239|Firmicutes,248NA@186801|Clostridia,3WH2P@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate	thrB	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0004413,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006555,GO:0006566,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009086,GO:0009088,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019202,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.7.1.39	ko:K00872	ko00260,ko01100,ko01110,ko01120,ko01230,map00260,map01100,map01110,map01120,map01230	M00018	R01771	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	iECSE_1348.ECSE_0003,iHN637.CLJU_RS03525,iJN678.thrB,iLJ478.TM0545,iSB619.SA_RS06620	GHMP_kinases_C,GHMP_kinases_N
IOFJGDLB_00507	411483.FAEPRAA2165_02145	1.12e-109	316.0	COG4492@1|root,COG4492@2|Bacteria,1VAJ9@1239|Firmicutes,24MTS@186801|Clostridia,3WK80@541000|Ruminococcaceae	2|Bacteria	S	Belongs to the UPF0735 family	pheB	-	5.4.99.5	ko:K06209	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00024,M00025	R01715	RC03116	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU27910	ACT,ACT_4
IOFJGDLB_00525	411483.FAEPRAA2165_02172	4.65e-167	467.0	COG0528@1|root,COG0528@2|Bacteria,1TPXN@1239|Firmicutes,247KR@186801|Clostridia,3WGUN@541000|Ruminococcaceae	2|Bacteria	F	Catalyzes the reversible phosphorylation of UMP to UDP	pyrH	GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006225,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009163,GO:0009165,GO:0009185,GO:0009188,GO:0009193,GO:0009194,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0033862,GO:0034404,GO:0034641,GO:0034654,GO:0040007,GO:0042455,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046048,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046872,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.7.4.22	ko:K09903	ko00240,ko01100,map00240,map01100	-	R00158	RC00002	ko00000,ko00001,ko01000	-	-	iSB619.SA_RS06240	AA_kinase
IOFJGDLB_00531	411483.FAEPRAA2165_02177	0.0	884.0	COG0019@1|root,COG0019@2|Bacteria,1TPE9@1239|Firmicutes,247X7@186801|Clostridia,3WHCB@541000|Ruminococcaceae	2|Bacteria	E	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine	lysA	-	4.1.1.20	ko:K01586	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R00451	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
IOFJGDLB_00536	411483.FAEPRAA2165_02184	0.0	899.0	COG0334@1|root,COG0334@2|Bacteria,1TP45@1239|Firmicutes,24960@186801|Clostridia,3WGP0@541000|Ruminococcaceae	2|Bacteria	C	Belongs to the Glu Leu Phe Val dehydrogenases family	gdhA	-	1.4.1.3,1.4.1.4	ko:K00261,ko:K00262	ko00220,ko00250,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00471,map00910,map01100,map01200,map04217,map04964	M00740	R00243,R00248	RC00006,RC02799	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
IOFJGDLB_00550	411483.FAEPRAA2165_02203	8.33e-314	854.0	COG0536@1|root,COG0536@2|Bacteria,1TPX7@1239|Firmicutes,247SP@186801|Clostridia,3WH1H@541000|Ruminococcaceae	2|Bacteria	S	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control	obg	GO:0000003,GO:0000160,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019954,GO:0023052,GO:0030436,GO:0032502,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035556,GO:0035639,GO:0036094,GO:0043021,GO:0043022,GO:0043167,GO:0043168,GO:0043934,GO:0044424,GO:0044464,GO:0044877,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03979	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	DUF1967,GTP1_OBG,MMR_HSR1
IOFJGDLB_00669	411483.FAEPRAA2165_01426	5.5e-197	547.0	COG2207@1|root,COG2207@2|Bacteria,1V579@1239|Firmicutes,25B25@186801|Clostridia,3WS6P@541000|Ruminococcaceae	2|Bacteria	K	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	-	-	-	-	-	-	-	AraC_binding,HTH_18
