query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
HACLHHAG_01444	718252.FP2_30440	4.32e-233	641.0	COG0463@1|root,COG0463@2|Bacteria,1TPR3@1239|Firmicutes,248Q5@186801|Clostridia,3WHGJ@541000|Ruminococcaceae	2|Bacteria	M	PFAM Glycosyl transferase family 2	ykoT	-	-	ko:K20534	-	-	-	-	ko00000,ko01000,ko01005,ko02000	4.D.2.1.9	GT2	-	Glycos_transf_2
HACLHHAG_01446	718252.FP2_30420	2.38e-251	689.0	COG3191@1|root,COG3191@2|Bacteria,1TQHA@1239|Firmicutes,24CV6@186801|Clostridia,3WNCI@541000|Ruminococcaceae	2|Bacteria	EQ	Peptidase family S58	dmpA	-	3.4.11.19	ko:K01266	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S58
HACLHHAG_01450	748224.HMPREF9436_03297	1.76e-217	603.0	COG1135@1|root,COG1135@2|Bacteria,1TPPN@1239|Firmicutes,248PZ@186801|Clostridia,3WGFP@541000|Ruminococcaceae	2|Bacteria	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	-	-	ko:K02071	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	ABC_tran,NIL
HACLHHAG_01525	718252.FP2_07880	4.11e-249	683.0	COG0809@1|root,COG0809@2|Bacteria,1TPKD@1239|Firmicutes,247NT@186801|Clostridia,3WGMR@541000|Ruminococcaceae	2|Bacteria	H	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	queA	GO:0002097,GO:0002099,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008616,GO:0009058,GO:0009116,GO:0009119,GO:0009163,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016853,GO:0018130,GO:0019438,GO:0034404,GO:0034470,GO:0034641,GO:0034654,GO:0034660,GO:0042455,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046116,GO:0046483,GO:0051075,GO:0055086,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.99.17	ko:K07568	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Queuosine_synth
HACLHHAG_01527	718252.FP2_07860	1.42e-212	587.0	COG0329@1|root,COG0329@2|Bacteria,1TPCK@1239|Firmicutes,247T5@186801|Clostridia,3WGWA@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	dapA	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	iLJ478.TM1521	DHDPS
HACLHHAG_01530	718252.FP2_07830	7.41e-97	283.0	COG0527@1|root,COG0527@2|Bacteria,1V6AQ@1239|Firmicutes,24PYP@186801|Clostridia,3WKNF@541000|Ruminococcaceae	2|Bacteria	E	ACT domain	lysC	GO:0003674,GO:0003824,GO:0004072,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016774,GO:0019202,GO:0019752,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K00928,ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230	M00016,M00017,M00018,M00033,M00525,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,ACT,ACT_7
HACLHHAG_01531	718252.FP2_07820	2.12e-294	803.0	COG0162@1|root,COG0162@2|Bacteria,1TPGN@1239|Firmicutes,247QC@186801|Clostridia,3WHP7@541000|Ruminococcaceae	2|Bacteria	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0019752,GO:0030312,GO:0034641,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	S4,tRNA-synt_1b
HACLHHAG_01543	718252.FP2_07700	5.12e-75	225.0	COG1302@1|root,COG1302@2|Bacteria,1V4IC@1239|Firmicutes,24JNM@186801|Clostridia,3WKSG@541000|Ruminococcaceae	2|Bacteria	S	Asp23 family, cell envelope-related function	yqhY	-	-	-	-	-	-	-	-	-	-	-	Asp23
HACLHHAG_01554	718252.FP2_07590	0.0	2316.0	COG0587@1|root,COG0587@2|Bacteria,1TPYG@1239|Firmicutes,247U0@186801|Clostridia,3WGNQ@541000|Ruminococcaceae	2|Bacteria	L	DNA polymerase III alpha subunit	dnaE	-	2.7.7.7	ko:K02337,ko:K14162	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
HACLHHAG_01556	718252.FP2_07570	5.28e-203	562.0	COG1660@1|root,COG1660@2|Bacteria,1TPS4@1239|Firmicutes,248KQ@186801|Clostridia,3WGDD@541000|Ruminococcaceae	2|Bacteria	S	Displays ATPase and GTPase activities	rapZ	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0034641,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363	-	ko:K06958	-	-	-	-	ko00000,ko03019	-	-	-	ATP_bind_2
HACLHHAG_01559	718252.FP2_07540	0.0	1113.0	COG1283@1|root,COG1283@2|Bacteria,1TP4K@1239|Firmicutes,247KT@186801|Clostridia,3WGTX@541000|Ruminococcaceae	2|Bacteria	P	Na Pi-cotransporter II-like protein	nptA	-	-	ko:K03324	-	-	-	-	ko00000,ko02000	2.A.58.2	-	-	Na_Pi_cotrans,PhoU
HACLHHAG_01573	718252.FP2_07390	7.22e-171	476.0	COG1768@1|root,COG1768@2|Bacteria,1V3XB@1239|Firmicutes,249BN@186801|Clostridia,3WIIA@541000|Ruminococcaceae	2|Bacteria	S	Ser Thr phosphatase family protein	CP_0141	-	-	ko:K07099	-	-	-	-	ko00000	-	-	-	Metallophos
HACLHHAG_01578	718252.FP2_07340	3.53e-123	351.0	COG0681@1|root,COG0681@2|Bacteria,1V6R3@1239|Firmicutes,25CN6@186801|Clostridia,3WKCK@541000|Ruminococcaceae	2|Bacteria	U	Belongs to the peptidase S26 family	lepB	-	3.4.21.89	ko:K03100	ko02024,ko03060,map02024,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24,Peptidase_S26
HACLHHAG_01587	718252.FP2_07250	1.05e-225	621.0	COG0564@1|root,COG0564@2|Bacteria,1TPCM@1239|Firmicutes,247Y2@186801|Clostridia,3WGKV@541000|Ruminococcaceae	2|Bacteria	J	Responsible for synthesis of pseudouridine from uracil	rluD	GO:0000027,GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022607,GO:0022613,GO:0022618,GO:0031118,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0043170,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360	5.4.99.23	ko:K06180	-	-	-	-	ko00000,ko01000,ko03009	-	-	iE2348C_1286.E2348C_2868,iECED1_1282.ECED1_3035,iECSF_1327.ECSF_2432	PseudoU_synth_2,S4
HACLHHAG_01604	718252.FP2_07070	8.63e-60	185.0	2CCD5@1|root,32RVD@2|Bacteria,1UPQI@1239|Firmicutes,25HM0@186801|Clostridia,3WREV@541000|Ruminococcaceae	2|Bacteria	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-	-	-	-	-	-	AzlD
HACLHHAG_01614	718252.FP2_06970	2.4e-112	322.0	COG2080@1|root,COG2080@2|Bacteria,1V6HE@1239|Firmicutes,24HQN@186801|Clostridia,3WJ5N@541000|Ruminococcaceae	2|Bacteria	C	[2Fe-2S] binding domain	hcrC	-	1.2.5.3,1.3.7.9,1.3.99.16	ko:K03518,ko:K04107,ko:K07302	ko00362,ko00627,ko01100,ko01120,ko01220,map00362,map00627,map01100,map01120,map01220	-	R05316,R11168	RC00490,RC02800	ko00000,ko00001,ko01000	-	-	-	Fer2,Fer2_2
HACLHHAG_01617	718252.FP2_06940	3.67e-131	372.0	COG1592@1|root,COG1592@2|Bacteria,1TSUY@1239|Firmicutes,248GY@186801|Clostridia,3WGYN@541000|Ruminococcaceae	2|Bacteria	C	Psort location Cytoplasmic, score	rbr3A	GO:0000302,GO:0003674,GO:0003824,GO:0004601,GO:0005488,GO:0005506,GO:0006091,GO:0006950,GO:0006970,GO:0006979,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009266,GO:0009268,GO:0009408,GO:0009409,GO:0009628,GO:0009636,GO:0009651,GO:0009987,GO:0010035,GO:0010446,GO:0016209,GO:0016491,GO:0016684,GO:0016692,GO:0016999,GO:0017001,GO:0017144,GO:0022900,GO:0033554,GO:0034599,GO:0034605,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0046677,GO:0046872,GO:0046914,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070301,GO:0070417,GO:0070482,GO:0070887,GO:0071214,GO:0071236,GO:0071453,GO:0071467,GO:0071469,GO:0071470,GO:0071472,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:0104004,GO:1901700,GO:1901701,GO:1990748	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
HACLHHAG_01619	718252.FP2_06920	4.88e-261	716.0	COG1104@1|root,COG1104@2|Bacteria,1TP21@1239|Firmicutes,24AZ4@186801|Clostridia,3WNAA@541000|Ruminococcaceae	2|Bacteria	H	aminotransferase class V	iscS2	-	2.8.1.7	ko:K04487	ko00730,ko01100,ko04122,map00730,map01100,map04122	-	R07460,R11528,R11529	RC01789,RC02313	ko00000,ko00001,ko01000,ko02048,ko03016,ko03029	-	-	-	Aminotran_5
HACLHHAG_01622	718252.FP2_08020	0.0	999.0	COG1488@1|root,COG1488@2|Bacteria,1TPDW@1239|Firmicutes,247NY@186801|Clostridia,3WGKF@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate at the expense of ATP	pncB	GO:0001666,GO:0003674,GO:0003824,GO:0004516,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009605,GO:0009607,GO:0009628,GO:0009987,GO:0016020,GO:0016740,GO:0016757,GO:0016763,GO:0016874,GO:0016879,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019365,GO:0019438,GO:0019637,GO:0019674,GO:0034355,GO:0034641,GO:0034654,GO:0036293,GO:0043094,GO:0043173,GO:0043207,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044403,GO:0044419,GO:0044464,GO:0046483,GO:0046496,GO:0047280,GO:0050896,GO:0051186,GO:0051188,GO:0051701,GO:0051704,GO:0051707,GO:0055086,GO:0070482,GO:0071704,GO:0071944,GO:0072524,GO:0072525,GO:0075136,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	iYO844.BSU31750	NAPRTase
HACLHHAG_01627	718252.FP2_08080	2.54e-177	496.0	COG1176@1|root,COG1176@2|Bacteria,1TQ7Z@1239|Firmicutes,247Y8@186801|Clostridia,3WHJ9@541000|Ruminococcaceae	2|Bacteria	P	ABC-type spermidine putrescine transport system, permease component I	potB	-	-	ko:K11071	ko02010,map02010	M00299	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.1	-	-	BPD_transp_1
HACLHHAG_01632	411483.FAEPRAA2165_01624	2.16e-126	365.0	COG1131@1|root,COG1131@2|Bacteria,1TPMQ@1239|Firmicutes,248QD@186801|Clostridia,3WS6Q@541000|Ruminococcaceae	2|Bacteria	V	AAA domain, putative AbiEii toxin, Type IV TA system	ccmA	-	3.6.3.7	ko:K01990,ko:K09697,ko:K11050,ko:K19340	ko02010,ko02020,map02010,map02020	M00253,M00254,M00298,M00762	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1,3.A.1.115,3.A.1.130,3.A.1.132.2	-	-	ABC_tran
HACLHHAG_01633	411483.FAEPRAA2165_01623	2.24e-45	145.0	COG0254@1|root,COG0254@2|Bacteria,1VEGU@1239|Firmicutes,24QNZ@186801|Clostridia,3WKI1@541000|Ruminococcaceae	2|Bacteria	J	Binds the 23S rRNA	rpmE	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
HACLHHAG_01637	718252.FP2_08180	5.87e-178	496.0	COG0745@1|root,COG0745@2|Bacteria,1TPF7@1239|Firmicutes,24916@186801|Clostridia,3WSIK@541000|Ruminococcaceae	2|Bacteria	K	May play the central regulatory role in sporulation. It may be an element of the effector pathway responsible for the activation of sporulation genes in response to nutritional stress. Spo0A may act in concert with spo0H (a sigma factor) to control the expression of some genes that are critical to the sporulation process	spo0A	-	-	ko:K07699	ko02020,ko02024,map02020,map02024	M00485	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	Response_reg,Spo0A_C
HACLHHAG_01676	718252.FP2_19800	3.02e-293	802.0	COG0544@1|root,COG0544@2|Bacteria,1TQQ8@1239|Firmicutes,248C3@186801|Clostridia,3WGS8@541000|Ruminococcaceae	2|Bacteria	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	-	ko:K03545	-	-	-	-	ko00000	-	-	-	FKBP_C,Trigger_C,Trigger_N
HACLHHAG_01683	718252.FP2_19850	3.35e-273	745.0	COG2017@1|root,COG2017@2|Bacteria,1TQGJ@1239|Firmicutes,249DZ@186801|Clostridia,3WH61@541000|Ruminococcaceae	2|Bacteria	G	Converts alpha-aldose to the beta-anomer	mro	-	5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldose_epim
HACLHHAG_01689	748224.HMPREF9436_00200	2.24e-95	280.0	COG0622@1|root,COG0622@2|Bacteria,1VA0U@1239|Firmicutes,24MMK@186801|Clostridia,3WM2W@541000|Ruminococcaceae	2|Bacteria	S	Calcineurin-like phosphoesterase superfamily domain	ysnB	GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914	-	ko:K07095	-	-	-	-	ko00000	-	-	-	Metallophos_2
HACLHHAG_01692	718252.FP2_19940	7.13e-208	577.0	COG0470@1|root,COG0470@2|Bacteria,1V7FD@1239|Firmicutes,24NVX@186801|Clostridia,3WIJC@541000|Ruminococcaceae	2|Bacteria	L	DNA polymerase III, delta subunit	holB	-	2.7.7.7	ko:K02341,ko:K02343,ko:K09384	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2
HACLHHAG_01702	718252.FP2_20040	0.0	1623.0	COG0188@1|root,COG0188@2|Bacteria,1TP2Z@1239|Firmicutes,2482G@186801|Clostridia,3WGW0@541000|Ruminococcaceae	2|Bacteria	L	A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner	gyrA	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017076,GO:0017111,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034335,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044464,GO:0046483,GO:0046872,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363	5.99.1.3	ko:K02469	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
HACLHHAG_01710	718252.FP2_20120	1.38e-85	252.0	COG0594@1|root,COG0594@2|Bacteria,1VA78@1239|Firmicutes,24QK5@186801|Clostridia,3WKGV@541000|Ruminococcaceae	2|Bacteria	J	RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme	rnpA	GO:0000966,GO:0001682,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004526,GO:0004540,GO:0004549,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005655,GO:0005730,GO:0006139,GO:0006396,GO:0006399,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0030677,GO:0030681,GO:0031123,GO:0031404,GO:0031974,GO:0031981,GO:0032991,GO:0033204,GO:0034414,GO:0034470,GO:0034471,GO:0034641,GO:0034660,GO:0040007,GO:0042301,GO:0042779,GO:0042780,GO:0042781,GO:0043167,GO:0043168,GO:0043170,GO:0043199,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044452,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0099116,GO:0140098,GO:0140101,GO:1901360,GO:1901363,GO:1901681,GO:1902494,GO:1902555,GO:1905267,GO:1905348,GO:1990904	3.1.26.5	ko:K03536,ko:K08998	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Ribonuclease_P
HACLHHAG_01712	718252.FP2_20140	9.47e-241	664.0	COG0706@1|root,COG0706@2|Bacteria,1TQ0J@1239|Firmicutes,247V9@186801|Clostridia,3WHYT@541000|Ruminococcaceae	2|Bacteria	U	Membrane protein insertase, YidC Oxa1 family	yidC	GO:0005575,GO:0008150,GO:0009653,GO:0009987,GO:0016020,GO:0030154,GO:0030435,GO:0032502,GO:0043934,GO:0048646,GO:0048856,GO:0048869	-	ko:K03217	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044,ko03029	2.A.9	-	-	60KD_IMP
HACLHHAG_01731	718252.FP2_20330	1.73e-182	509.0	COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,249KK@186801|Clostridia,3WGRJ@541000|Ruminococcaceae	2|Bacteria	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0016311,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0031224,GO:0031226,GO:0042221,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050380,GO:0050896,GO:0071944	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	iYL1228.KPN_03461	BacA
HACLHHAG_01746	718252.FP2_20490	0.0	931.0	28JJB@1|root,2Z9CE@2|Bacteria,1UYKT@1239|Firmicutes,25DS9@186801|Clostridia,3WMYT@541000|Ruminococcaceae	2|Bacteria	S	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	-
HACLHHAG_01804	718252.FP2_06010	1.08e-34	123.0	COG4770@1|root,COG4770@2|Bacteria,1VA1E@1239|Firmicutes,24MUJ@186801|Clostridia,3WK2X@541000|Ruminococcaceae	2|Bacteria	I	Biotin-requiring enzyme	gcdC	-	4.1.1.70,6.4.1.3	ko:K01615,ko:K01965,ko:K02160	ko00061,ko00280,ko00362,ko00620,ko00630,ko00640,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00280,map00362,map00620,map00630,map00640,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map01212	M00082,M00373,M00376,M00741	R00742,R01859,R03028	RC00040,RC00097,RC00367,RC00609,RC00832	ko00000,ko00001,ko00002,ko01000,ko02000	3.B.1.1.3	-	-	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2
HACLHHAG_01810	718252.FP2_06070	6.37e-125	355.0	COG0242@1|root,COG0242@2|Bacteria,1V70B@1239|Firmicutes,24JET@186801|Clostridia,3WJGJ@541000|Ruminococcaceae	2|Bacteria	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	def	GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008463,GO:0009987,GO:0016787,GO:0016810,GO:0016811,GO:0018193,GO:0018206,GO:0019538,GO:0031365,GO:0036211,GO:0042586,GO:0043170,GO:0043412,GO:0043686,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:1901564	2.1.2.9,3.5.1.88	ko:K00604,ko:K01462	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	-	Pep_deformylase
HACLHHAG_01824	718252.FP2_06200	8.96e-317	865.0	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,25CEM@186801|Clostridia,3WGM2@541000|Ruminococcaceae	2|Bacteria	F	Psort location CytoplasmicMembrane, score 10.00	pbuX	-	-	ko:K02824,ko:K03458	-	-	-	-	ko00000,ko02000	2.A.40,2.A.40.1.1,2.A.40.1.2	-	-	Xan_ur_permease
HACLHHAG_01827	718252.FP2_06230	1.41e-33	115.0	291XB@1|root,2ZPGX@2|Bacteria,1W4VH@1239|Firmicutes,255C3@186801|Clostridia,3WQUH@541000|Ruminococcaceae	2|Bacteria	S	Domain of Unknown Function (DUF1540)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1540
HACLHHAG_01844	718252.FP2_06400	7.81e-141	398.0	COG0218@1|root,COG0218@2|Bacteria,1TSPW@1239|Firmicutes,24836@186801|Clostridia,3WH1B@541000|Ruminococcaceae	2|Bacteria	D	Necessary for normal cell division and for the maintenance of normal septation	engB	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0017076,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K03978	-	-	-	-	ko00000,ko03036	-	-	-	MMR_HSR1
