query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
IDJJGBAN_01358	657322.FPR_15780	1.05e-197	549.0	2C6CR@1|root,2Z7X4@2|Bacteria,1UY2Y@1239|Firmicutes,24EJP@186801|Clostridia,3WIK3@541000|Ruminococcaceae	2|Bacteria	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	ko:K07089	-	-	-	-	ko00000	-	-	-	ArsP_2
IDJJGBAN_01362	657322.FPR_15820	5.81e-253	696.0	COG3853@1|root,COG3853@2|Bacteria,1TQVX@1239|Firmicutes,24A2H@186801|Clostridia,3WHIS@541000|Ruminococcaceae	2|Bacteria	P	Belongs to the TelA family	telA	-	-	-	-	-	-	-	-	-	-	-	TelA
IDJJGBAN_01502	657322.FPR_06340	8.55e-168	472.0	COG0834@1|root,COG0834@2|Bacteria,1TT16@1239|Firmicutes,24CEZ@186801|Clostridia,3WIYH@541000|Ruminococcaceae	2|Bacteria	ET	Belongs to the bacterial solute-binding protein 3 family	artP	-	-	ko:K02029,ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
IDJJGBAN_01546	657322.FPR_05880	3.22e-181	506.0	COG2145@1|root,COG2145@2|Bacteria,1V1R6@1239|Firmicutes,248AC@186801|Clostridia,3WGUI@541000|Ruminococcaceae	2|Bacteria	H	Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)	thiM	-	2.7.1.50	ko:K00878	ko00730,ko01100,map00730,map01100	M00127	R04448	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HK
IDJJGBAN_01640	748224.HMPREF9436_01646	0.0	1253.0	COG0577@1|root,COG1511@1|root,COG0577@2|Bacteria,COG1511@2|Bacteria,1TPHU@1239|Firmicutes,248RV@186801|Clostridia,3WGNX@541000|Ruminococcaceae	2|Bacteria	V	Efflux ABC transporter, permease protein	ylbB	-	-	ko:K02004,ko:K06994	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
IDJJGBAN_01653	1226322.HMPREF1545_03850	1.22e-12	67.4	29VT9@1|root,30HAW@2|Bacteria,1UHDN@1239|Firmicutes,25Q4E@186801|Clostridia,2N8P0@216572|Oscillospiraceae	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IDJJGBAN_01660	657322.FPR_02400	1.01e-139	394.0	COG4333@1|root,COG4333@2|Bacteria,1V8CT@1239|Firmicutes,24K6U@186801|Clostridia	2|Bacteria	S	Protein of unknown function (DUF1643)	-	-	3.1.3.16	ko:K07313	-	-	-	-	ko00000,ko01000	-	-	-	DUF1643
IDJJGBAN_01662	411483.FAEPRAA2165_02932	2.12e-128	368.0	COG2129@1|root,COG2129@2|Bacteria,1V0W0@1239|Firmicutes,24A73@186801|Clostridia,3WJ04@541000|Ruminococcaceae	2|Bacteria	S	Calcineurin-like phosphoesterase superfamily domain	Z012_09970	-	-	-	-	-	-	-	-	-	-	-	Metallophos,Metallophos_2
IDJJGBAN_01708	657322.FPR_08920	5.07e-179	500.0	COG1968@1|root,COG1968@2|Bacteria,1TPFA@1239|Firmicutes,249KK@186801|Clostridia,3WGRJ@541000|Ruminococcaceae	2|Bacteria	V	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016021,GO:0016311,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0031224,GO:0031226,GO:0042221,GO:0044237,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050380,GO:0050896,GO:0071944	3.6.1.27	ko:K06153	ko00550,map00550	-	R05627	RC00002	ko00000,ko00001,ko01000,ko01011	-	-	iYL1228.KPN_03461	BacA
IDJJGBAN_01754	657322.FPR_09350	3.96e-157	440.0	COG4123@1|root,COG4123@2|Bacteria,1TQ25@1239|Firmicutes,249UH@186801|Clostridia,3WH2K@541000|Ruminococcaceae	2|Bacteria	S	Methyltransferase small domain	yabB	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044444,GO:0044464	2.1.1.223	ko:K07461,ko:K15460	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	MTS
IDJJGBAN_01757	657322.FPR_09380	0.0	2335.0	COG0841@1|root,COG0841@2|Bacteria,1TQ03@1239|Firmicutes,2491S@186801|Clostridia,3WGTT@541000|Ruminococcaceae	2|Bacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
IDJJGBAN_01825	657322.FPR_18080	9.02e-69	209.0	2ANER@1|root,315MJ@2|Bacteria,1V6SU@1239|Firmicutes,24JBZ@186801|Clostridia,3WK2T@541000|Ruminococcaceae	2|Bacteria	S	Stage V sporulation protein AE	spoVAE	-	-	ko:K06407	-	-	-	-	ko00000	-	-	-	SpoVAC_SpoVAEB
IDJJGBAN_01928	657322.FPR_12180	2.4e-253	696.0	COG0790@1|root,COG0790@2|Bacteria,1VEK9@1239|Firmicutes	2|Bacteria	S	Sel1-like repeats.	-	-	-	ko:K07126,ko:K19292	-	-	-	-	ko00000	-	-	-	Sel1
IDJJGBAN_01956	657322.FPR_11900	8.27e-124	353.0	COG1838@1|root,COG1838@2|Bacteria,1V1CP@1239|Firmicutes,24FRK@186801|Clostridia,3WI2S@541000|Ruminococcaceae	2|Bacteria	C	Hydrolyase, tartrate beta subunit fumarate domain protein, Fe-S type	fumB	-	4.2.1.2	ko:K01678	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R01082	RC00443	ko00000,ko00001,ko00002,ko01000	-	-	-	Fumerase_C
IDJJGBAN_01958	657322.FPR_11880	5.26e-280	765.0	COG0281@1|root,COG0281@2|Bacteria,1TPJ3@1239|Firmicutes,2487U@186801|Clostridia,3WG9F@541000|Ruminococcaceae	2|Bacteria	C	Malic enzyme, NAD binding domain	mez_1	-	1.1.1.38	ko:K00027	ko00620,ko01200,ko02020,map00620,map01200,map02020	-	R00214	RC00105	ko00000,ko00001,ko01000	-	-	-	Malic_M,malic
IDJJGBAN_01968	657322.FPR_11780	2.55e-304	831.0	COG0457@1|root,COG0457@2|Bacteria,1VJFJ@1239|Firmicutes,25AZN@186801|Clostridia,3WS60@541000|Ruminococcaceae	2|Bacteria	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	-
IDJJGBAN_02009	657322.FPR_11360	2.42e-208	577.0	COG0697@1|root,COG0697@2|Bacteria,1TPUW@1239|Firmicutes,247X1@186801|Clostridia,3WGBT@541000|Ruminococcaceae	2|Bacteria	EG	EamA-like transporter family	ydeD	-	-	-	-	-	-	-	-	-	-	-	EamA
IDJJGBAN_02186	657322.FPR_12460	4.87e-185	513.0	COG1180@1|root,COG1180@2|Bacteria,1TPK2@1239|Firmicutes,247NA@186801|Clostridia,3WGPJ@541000|Ruminococcaceae	2|Bacteria	C	Activation of pyruvate formate-lyase under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine	pflA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0018307,GO:0019538,GO:0033554,GO:0036211,GO:0043170,GO:0043364,GO:0043365,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0055114,GO:0070283,GO:0071704,GO:1901564	1.97.1.4	ko:K04069	-	-	R04710	-	ko00000,ko01000	-	-	iECOK1_1307.ECOK1_0925,iEcE24377_1341.EcE24377A_0980,iEcSMS35_1347.EcSMS35_2219,iYL1228.KPN_00930	Fer4_12,Radical_SAM
IDJJGBAN_02215	657322.FPR_12760	2.3e-310	847.0	COG1686@1|root,COG1686@2|Bacteria,1TQ8M@1239|Firmicutes,2480S@186801|Clostridia,3WJ4Y@541000|Ruminococcaceae	2|Bacteria	M	Belongs to the peptidase S11 family	dacB_3	-	3.4.16.4	ko:K01286,ko:K07258	ko00550,ko01100,map00550,map01100	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	CW_binding_1,PBP5_C,Peptidase_S11
IDJJGBAN_02228	748224.HMPREF9436_02194	6.66e-186	521.0	COG0340@1|root,COG1654@1|root,COG0340@2|Bacteria,COG1654@2|Bacteria,1TQCU@1239|Firmicutes,248CK@186801|Clostridia,3WHDB@541000|Ruminococcaceae	2|Bacteria	HK	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor	birA	-	6.3.4.15	ko:K03524,ko:K04096	ko00780,ko01100,map00780,map01100	-	R01074,R05145	RC00043,RC00070,RC00096,RC02896	ko00000,ko00001,ko01000,ko03000	-	-	-	BPL_C,BPL_LplA_LipB,HTH_11
IDJJGBAN_02240	657322.FPR_13020	3.37e-220	607.0	COG1940@1|root,COG1940@2|Bacteria,1TRQ7@1239|Firmicutes,24A7U@186801|Clostridia	2|Bacteria	GK	ROK family	nagK	-	2.7.1.2	ko:K00845	ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200	M00001,M00549	R00299,R01600,R01786	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	ROK
IDJJGBAN_02274	657322.FPR_11290	8.94e-162	454.0	COG0325@1|root,COG0325@2|Bacteria,1TRDN@1239|Firmicutes,248R6@186801|Clostridia,3WGKD@541000|Ruminococcaceae	2|Bacteria	S	Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis	ylmE	-	-	ko:K06997	-	-	-	-	ko00000	-	-	-	Ala_racemase_N
IDJJGBAN_02545	657322.FPR_18550	0.0	887.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TPJ8@1239|Firmicutes,24809@186801|Clostridia,3WHW5@541000|Ruminococcaceae	2|Bacteria	G	Psort location CytoplasmicMembrane, score 10.00	nagE	-	2.7.1.193,2.7.1.199,2.7.1.208,2.7.1.211	ko:K02755,ko:K02756,ko:K02757,ko:K02790,ko:K02791,ko:K02802,ko:K02803,ko:K02804,ko:K02809,ko:K02810,ko:K20116,ko:K20117,ko:K20118	ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060	M00266,M00267,M00269,M00271,M00809	R00811,R02738,R04111,R05199	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.13,4.A.1.1.14,4.A.1.1.15,4.A.1.1.2,4.A.1.1.3,4.A.1.1.5,4.A.1.1.7,4.A.1.1.9,4.A.1.2.1,4.A.1.2.10,4.A.1.2.11,4.A.1.2.12,4.A.1.2.2,4.A.1.2.5,4.A.1.2.6,4.A.1.2.9	-	iSB619.SA_RS08720	PTS_EIIA_1,PTS_EIIB,PTS_EIIC
IDJJGBAN_01169	657322.FPR_05480	9.43e-222	615.0	COG0715@1|root,COG0715@2|Bacteria,1TT2F@1239|Firmicutes,249M2@186801|Clostridia,3WHWJ@541000|Ruminococcaceae	2|Bacteria	P	Menaquinone biosynthesis	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1,NMT1_2,Phosphonate-bd,VitK2_biosynth
IDJJGBAN_00021	657322.FPR_31540	7.02e-94	273.0	COG0735@1|root,COG0735@2|Bacteria,1V400@1239|Firmicutes,24JS4@186801|Clostridia,3WKYJ@541000|Ruminococcaceae	2|Bacteria	P	Belongs to the Fur family	perR	-	-	ko:K03711,ko:K09825	-	-	-	-	ko00000,ko03000	-	-	-	FUR
IDJJGBAN_00032	657322.FPR_31430	2.88e-101	294.0	COG0597@1|root,COG0597@2|Bacteria,1VA9R@1239|Firmicutes,24QPP@186801|Clostridia,3WJWG@541000|Ruminococcaceae	2|Bacteria	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
IDJJGBAN_00040	411483.FAEPRAA2165_02391	5.76e-132	376.0	COG5011@1|root,COG5011@2|Bacteria,1V4D0@1239|Firmicutes,249GU@186801|Clostridia,3WJDP@541000|Ruminococcaceae	2|Bacteria	S	Radical SAM-linked protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF2344,Radical_SAM
IDJJGBAN_00046	657322.FPR_31290	0.0	939.0	COG0498@1|root,COG0498@2|Bacteria,1TPR0@1239|Firmicutes,248YY@186801|Clostridia,3WGWF@541000|Ruminococcaceae	2|Bacteria	E	Threonine synthase	thrC	-	4.2.3.1	ko:K01733	ko00260,ko00750,ko01100,ko01110,ko01120,ko01230,map00260,map00750,map01100,map01110,map01120,map01230	M00018	R01466,R05086	RC00017,RC00526	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS16355,iIT341.HP0098	PALP,Thr_synth_N
IDJJGBAN_00127	657322.FPR_30420	4.66e-200	555.0	COG0142@1|root,COG0142@2|Bacteria,1TPQY@1239|Firmicutes,248DE@186801|Clostridia,3WINP@541000|Ruminococcaceae	2|Bacteria	H	Belongs to the FPP GGPP synthase family	ispA	GO:0003674,GO:0003824,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016740,GO:0016765,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0071704,GO:1901576	2.5.1.1,2.5.1.10,2.5.1.29,2.5.1.90	ko:K00795,ko:K02523,ko:K13789	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00364,M00366	R01658,R02003,R02061,R09248	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	iHN637.CLJU_RS05465	polyprenyl_synt
IDJJGBAN_00132	657322.FPR_30370	3.7e-74	223.0	COG1302@1|root,COG1302@2|Bacteria,1V4IC@1239|Firmicutes,24JNM@186801|Clostridia,3WKSG@541000|Ruminococcaceae	2|Bacteria	S	Asp23 family, cell envelope-related function	yqhY	-	-	-	-	-	-	-	-	-	-	-	Asp23
IDJJGBAN_00148	657322.FPR_30200	1.19e-296	812.0	COG0144@1|root,COG0144@2|Bacteria,1TP3N@1239|Firmicutes,248CS@186801|Clostridia,3WGKM@541000|Ruminococcaceae	2|Bacteria	J	Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA	sun	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008649,GO:0008757,GO:0009383,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016434,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.176	ko:K03500	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N,NusB
IDJJGBAN_00161	657322.FPR_30070	5.42e-168	469.0	COG0052@1|root,COG0052@2|Bacteria,1TPNA@1239|Firmicutes,247ZR@186801|Clostridia,3WGT4@541000|Ruminococcaceae	2|Bacteria	J	Belongs to the universal ribosomal protein uS2 family	rpsB	GO:0000028,GO:0003674,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030312,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02967	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S2
IDJJGBAN_00165	657322.FPR_30030	4.66e-34	116.0	291XB@1|root,2ZPGX@2|Bacteria,1W4VH@1239|Firmicutes,255C3@186801|Clostridia,3WQUH@541000|Ruminococcaceae	2|Bacteria	S	Domain of Unknown Function (DUF1540)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1540
IDJJGBAN_00186	657322.FPR_29820	1.24e-156	439.0	COG1994@1|root,COG1994@2|Bacteria,1V6D4@1239|Firmicutes,24K0D@186801|Clostridia,3WJN0@541000|Ruminococcaceae	2|Bacteria	S	peptidase M50	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50
IDJJGBAN_00188	657322.FPR_29810	3.11e-35	119.0	2EG1V@1|root,339TV@2|Bacteria,1VKAZ@1239|Firmicutes,24UGV@186801|Clostridia,3WMCT@541000|Ruminococcaceae	2|Bacteria	S	Domain of unknown function (DUF4250)	BT4646	-	-	-	-	-	-	-	-	-	-	-	DUF4250
IDJJGBAN_00217	748224.HMPREF9436_02975	6.75e-101	295.0	COG1309@1|root,COG1309@2|Bacteria,1UYIP@1239|Firmicutes,249K5@186801|Clostridia,3WJ60@541000|Ruminococcaceae	2|Bacteria	K	dihydroxyacetone kinase regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_8,TetR_N
IDJJGBAN_00220	657322.FPR_29480	8.63e-292	798.0	COG0014@1|root,COG0014@2|Bacteria,1TQ9V@1239|Firmicutes,248NX@186801|Clostridia,3WH60@541000|Ruminococcaceae	2|Bacteria	E	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	proA	GO:0003674,GO:0003824,GO:0004350,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006560,GO:0006561,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0018130,GO:0019752,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0055114,GO:0055129,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.2.1.41	ko:K00147	ko00330,ko00332,ko01100,ko01110,ko01130,ko01230,map00330,map00332,map01100,map01110,map01130,map01230	M00015	R03313	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	iB21_1397.B21_00243,iECBD_1354.ECBD_3376,iECB_1328.ECB_00240,iECD_1391.ECD_00240,iLJ478.TM0293,iYL1228.KPN_00280,iYO844.BSU13130	Aldedh
IDJJGBAN_00389	657322.FPR_27830	2.62e-204	565.0	28PVZ@1|root,2ZCGE@2|Bacteria,1UPNZ@1239|Firmicutes	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IDJJGBAN_00408	657322.FPR_27620	1.27e-270	741.0	COG0245@1|root,COG1211@1|root,COG0245@2|Bacteria,COG1211@2|Bacteria,1V3P0@1239|Firmicutes,24HCM@186801|Clostridia,3WITA@541000|Ruminococcaceae	2|Bacteria	H	Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4- diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)	ispF	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006629,GO:0006720,GO:0006721,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008270,GO:0008299,GO:0008610,GO:0008685,GO:0009058,GO:0009108,GO:0009987,GO:0016114,GO:0016740,GO:0016772,GO:0016779,GO:0016829,GO:0016849,GO:0030145,GO:0040007,GO:0042180,GO:0042181,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046872,GO:0046914,GO:0050518,GO:0051186,GO:0051188,GO:0051483,GO:0070567,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.1.1.228,2.7.7.60,4.6.1.12	ko:K00554,ko:K00991,ko:K01770,ko:K12506	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R00597,R05633,R05637	RC00002,RC00003,RC00334,RC01440	ko00000,ko00001,ko00002,ko01000,ko03016	-	-	iNJ661.Rv3581c,iPC815.YPO3360	IspD,YgbB
IDJJGBAN_00526	657322.FPR_26070	1.23e-177	511.0	COG4942@1|root,COG4942@2|Bacteria,1TQ5I@1239|Firmicutes,248ZG@186801|Clostridia,3WGCB@541000|Ruminococcaceae	2|Bacteria	D	Peptidase, M23	envC_1	-	-	ko:K21471	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Peptidase_M23
IDJJGBAN_00531	657322.FPR_26020	0.0	952.0	COG0015@1|root,COG0015@2|Bacteria,1TPMM@1239|Firmicutes,2485N@186801|Clostridia,3WG9P@541000|Ruminococcaceae	2|Bacteria	F	Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily	purB	-	4.3.2.2	ko:K01756	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048,M00049	R01083,R04559	RC00379,RC00444,RC00445	ko00000,ko00001,ko00002,ko01000	-	-	-	ADSL_C,Lyase_1
IDJJGBAN_00536	748224.HMPREF9436_02419	3.44e-132	375.0	COG0299@1|root,COG0299@2|Bacteria,1V3RJ@1239|Firmicutes,249JC@186801|Clostridia,3WIAG@541000|Ruminococcaceae	2|Bacteria	F	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate	purN	-	2.1.2.2,6.3.2.6,6.3.4.13	ko:K11175,ko:K13713	ko00230,ko00670,ko01100,ko01110,ko01130,map00230,map00670,map01100,map01110,map01130	M00048	R04144,R04325,R04326,R04591	RC00026,RC00064,RC00090,RC00162,RC00166,RC00197,RC01128	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS04225	Formyl_trans_N
IDJJGBAN_00652	657322.FPR_19640	3.86e-191	530.0	COG0561@1|root,COG0561@2|Bacteria,1V43V@1239|Firmicutes,24AQQ@186801|Clostridia,3WJFW@541000|Ruminococcaceae	2|Bacteria	S	HAD hydrolase, family IIB	supH	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
IDJJGBAN_00679	657322.FPR_19860	0.0	1446.0	COG0188@1|root,COG0188@2|Bacteria,1TPPU@1239|Firmicutes,24CU3@186801|Clostridia,3WG8X@541000|Ruminococcaceae	2|Bacteria	L	PFAM DNA gyrase topoisomerase IV, subunit A	parC	GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006265,GO:0006276,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007062,GO:0008150,GO:0008152,GO:0009330,GO:0009987,GO:0016020,GO:0016043,GO:0019897,GO:0019898,GO:0022402,GO:0030541,GO:0032991,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0046483,GO:0051276,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0097159,GO:0098813,GO:1901360,GO:1901363	5.99.1.3	ko:K02469,ko:K02621	-	-	-	-	ko00000,ko01000,ko02048,ko03032,ko03036,ko03400	-	-	-	DNA_gyraseA_C,DNA_topoisoIV
IDJJGBAN_00685	657322.FPR_19920	1.47e-285	780.0	COG2223@1|root,COG2223@2|Bacteria,1TPR9@1239|Firmicutes,2483N@186801|Clostridia,3WK0W@541000|Ruminococcaceae	2|Bacteria	P	Major Facilitator Superfamily	-	-	-	ko:K08177	-	-	-	-	ko00000,ko02000	2.A.1.11	-	-	MFS_1
IDJJGBAN_00689	657322.FPR_19960	7.32e-91	266.0	COG5341@1|root,COG5341@2|Bacteria	2|Bacteria	S	NusG domain II	-	-	-	-	-	-	-	-	-	-	-	-	NusG_II
IDJJGBAN_00717	748224.HMPREF9436_00871	1e-195	544.0	COG0348@1|root,COG0348@2|Bacteria,1TPHF@1239|Firmicutes,247KH@186801|Clostridia,3WI0F@541000|Ruminococcaceae	2|Bacteria	C	Psort location CytoplasmicMembrane, score	-	-	-	ko:K02574	-	-	-	-	ko00000	-	-	-	Fer4,Fer4_5
IDJJGBAN_00726	748224.HMPREF9436_00880	4.06e-81	240.0	COG1725@1|root,COG1725@2|Bacteria,1V9ZC@1239|Firmicutes,24NTW@186801|Clostridia,3WJYT@541000|Ruminococcaceae	2|Bacteria	K	helix_turn_helix gluconate operon transcriptional repressor	-	-	-	ko:K07978,ko:K07979	-	-	-	-	ko00000,ko03000	-	-	-	GntR
IDJJGBAN_00730	657322.FPR_20380	1.24e-235	650.0	COG2755@1|root,COG2755@2|Bacteria,1V2MD@1239|Firmicutes,24FWG@186801|Clostridia,3WS5Y@541000|Ruminococcaceae	2|Bacteria	E	GDSL-like Lipase/Acylhydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
IDJJGBAN_00761	657322.FPR_20710	6.9e-77	229.0	COG5341@1|root,COG5341@2|Bacteria,1VII9@1239|Firmicutes,24SGZ@186801|Clostridia,3WQHY@541000|Ruminococcaceae	2|Bacteria	S	NusG domain II	-	-	-	-	-	-	-	-	-	-	-	-	NusG_II
